level,name,year,tenure,hhlds,value,change_from_prev_data_year
3_towns,Glastonbury,2000,renter,4-person or more,271,266
3_towns,Goshen,2000,renter,4-person or more,24,-380
3_towns,Granby,2000,renter,4-person or more,73,73
3_towns,Greenwich,2000,renter,4-person or more,1438,1426
3_towns,Griswold,2000,renter,4-person or more,209,-1535
3_towns,Groton,2000,renter,4-person or more,1759,1507
3_towns,Guilford,2000,renter,4-person or more,151,-1276
3_towns,Haddam,2000,renter,4-person or more,49,-85
3_towns,Hamden,2000,renter,4-person or more,896,749
3_towns,Hampton,2000,renter,4-person or more,6,-901
3_towns,Hartford,2000,renter,4-person or more,8407,8393
3_towns,Hartland,2000,renter,4-person or more,8,-7193
3_towns,Harwinton,2000,renter,4-person or more,24,21
3_towns,Hebron,2000,renter,4-person or more,58,58
3_towns,Kent,2000,renter,4-person or more,51,30
3_towns,Killingly,2000,renter,4-person or more,397,336
3_towns,Killingworth,2000,renter,4-person or more,20,-333
3_towns,Lebanon,2000,renter,4-person or more,54,3
3_towns,Ledyard,2000,renter,4-person or more,234,219
3_towns,Lisbon,2000,renter,4-person or more,43,-175
3_towns,Litchfield,2000,renter,4-person or more,83,69
3_towns,Lyme,2000,renter,4-person or more,19,-20
3_towns,Madison,2000,renter,4-person or more,103,78
3_towns,Manchester,2000,renter,4-person or more,1382,1239
3_towns,Mansfield,2000,renter,4-person or more,330,-1165
3_towns,Marlborough,2000,renter,4-person or more,31,-187
3_towns,Meriden,2000,renter,4-person or more,1893,1806
3_towns,Middlebury,2000,renter,4-person or more,47,-945
3_towns,Middlefield,2000,renter,4-person or more,33,19
3_towns,Middletown,2000,renter,4-person or more,1050,1010
3_towns,Milford,2000,renter,4-person or more,575,-364
3_towns,Monroe,2000,renter,4-person or more,83,-488
3_towns,Montville,2000,renter,4-person or more,268,147
3_towns,Morris,2000,renter,4-person or more,20,-214
3_towns,Naugatuck,2000,renter,4-person or more,730,703
3_towns,New Britain,2000,renter,4-person or more,3263,2698
3_towns,New Canaan,2000,renter,4-person or more,213,-2928
3_towns,New Fairfield,2000,renter,4-person or more,81,-165
3_towns,New Hartford,2000,renter,4-person or more,39,-58
3_towns,New Haven,2000,renter,4-person or more,6572,6562
3_towns,New London,2000,renter,4-person or more,1042,-5285
3_towns,New Milford,2000,renter,4-person or more,384,-802
3_towns,Newington,2000,renter,4-person or more,288,31
3_towns,Newtown,2000,renter,4-person or more,111,-240
3_towns,Norfolk,2000,renter,4-person or more,30,-126
3_towns,North Branford,2000,renter,4-person or more,112,103
3_towns,North Canaan,2000,renter,4-person or more,55,11
3_towns,North Haven,2000,renter,4-person or more,185,141
3_towns,North Stonington,2000,renter,4-person or more,52,-117
3_towns,Norwalk,2000,renter,4-person or more,2484,2434
3_towns,Norwich,2000,renter,4-person or more,1148,-1992
3_towns,Old Lyme,2000,renter,4-person or more,63,-1136
3_towns,Old Saybrook,2000,renter,4-person or more,135,86
3_towns,Orange,2000,renter,4-person or more,47,-87
3_towns,Oxford,2000,renter,4-person or more,65,-35
3_towns,Plainfield,2000,renter,4-person or more,337,267
3_towns,Plainville,2000,renter,4-person or more,236,-296
3_towns,Plymouth,2000,renter,4-person or more,128,-103
3_towns,Pomfret,2000,renter,4-person or more,62,-96
3_towns,Portland,2000,renter,4-person or more,98,98
3_towns,Preston,2000,renter,4-person or more,54,2
3_towns,Prospect,2000,renter,4-person or more,41,25
3_towns,Putnam,2000,renter,4-person or more,254,215
3_towns,Redding,2000,renter,4-person or more,63,-172
3_towns,Ridgefield,2000,renter,4-person or more,162,26
3_towns,Rocky Hill,2000,renter,4-person or more,195,6
3_towns,Roxbury,2000,renter,4-person or more,26,-398
3_towns,Salem,2000,renter,4-person or more,30,9
3_towns,Salisbury,2000,renter,4-person or more,66,66
3_towns,Scotland,2000,renter,4-person or more,12,-82
3_towns,Seymour,2000,renter,4-person or more,239,231
3_towns,Sharon,2000,renter,4-person or more,45,-208
3_towns,Shelton,2000,renter,4-person or more,437,381
3_towns,Sherman,2000,renter,4-person or more,27,-454
3_towns,Simsbury,2000,renter,4-person or more,205,158
3_towns,Somers,2000,renter,4-person or more,81,-149
3_towns,South Windsor,2000,renter,4-person or more,138,80
3_towns,Southbury,2000,renter,4-person or more,84,-204
3_towns,Southington,2000,renter,4-person or more,457,417
3_towns,Sprague,2000,renter,4-person or more,92,-312
3_towns,Stafford,2000,renter,4-person or more,197,108
3_towns,Stamford,2000,renter,4-person or more,4097,3898
3_towns,Sterling,2000,renter,4-person or more,41,-4902
3_towns,Stonington,2000,renter,4-person or more,236,236
3_towns,Stratford,2000,renter,4-person or more,709,556
3_towns,Suffield,2000,renter,4-person or more,94,-638
3_towns,Thomaston,2000,renter,4-person or more,95,10
3_towns,Thompson,2000,renter,4-person or more,113,37
3_towns,Tolland,2000,renter,4-person or more,45,-153
3_towns,Torrington,2000,renter,4-person or more,782,732
3_towns,Trumbull,2000,renter,4-person or more,199,-641
3_towns,Union,2000,renter,4-person or more,9,-409
3_towns,Vernon,2000,renter,4-person or more,583,580
3_towns,Voluntown,2000,renter,4-person or more,35,-890
3_towns,Wallingford,2000,renter,4-person or more,587,574
3_towns,Warren,2000,renter,4-person or more,20,-469
3_towns,Washington,2000,renter,4-person or more,58,43
3_towns,Waterbury,2000,renter,4-person or more,4705,4624
3_towns,Waterford,2000,renter,4-person or more,178,-4469
3_towns,Watertown,2000,renter,4-person or more,240,26
3_towns,West Hartford,2000,renter,4-person or more,792,511
3_towns,West Haven,2000,renter,4-person or more,1577,497
3_towns,Westbrook,2000,renter,4-person or more,86,-1467
3_towns,Weston,2000,renter,4-person or more,40,-53
3_towns,Westport,2000,renter,4-person or more,212,163
3_towns,Wethersfield,2000,renter,4-person or more,246,-148
3_towns,Willington,2000,renter,4-person or more,85,-157
3_towns,Wilton,2000,renter,4-person or more,78,-67
3_towns,Winchester,2000,renter,4-person or more,236,3
3_towns,Windham,2000,renter,4-person or more,940,713
3_towns,Windsor,2000,renter,4-person or more,323,-747
3_towns,Windsor Locks,2000,renter,4-person or more,202,-3
3_towns,Wolcott,2000,renter,4-person or more,93,-156
3_towns,Woodbridge,2000,renter,4-person or more,80,-109
3_towns,Woodbury,2000,renter,4-person or more,99,66
3_towns,Woodstock,2000,renter,4-person or more,80,-101
3_towns,Andover,2000,owner,total,1000,0
3_towns,Ansonia,2000,owner,total,4171,3092
3_towns,Ashford,2000,owner,total,1156,-3275
3_towns,Avon,2000,owner,total,5316,4014
3_towns,Barkhamsted,2000,owner,total,1152,-4812
3_towns,Beacon Falls,2000,owner,total,1594,340
3_towns,Berlin,2000,owner,total,5996,3902
3_towns,Bethany,2000,owner,total,1609,-5418
3_towns,Bethel,2000,owner,total,4983,3183
3_towns,Bethlehem,2000,owner,total,1065,-4619
3_towns,Bloomfield,2000,owner,total,5916,4786
3_towns,Bolton,2000,owner,total,1629,-4611
3_towns,Bozrah,2000,owner,total,725,-885
3_towns,Branford,2000,owner,total,8601,7750
3_towns,Bridgeport,2000,owner,total,21755,13031
3_towns,Bridgewater,2000,owner,total,633,-20481
3_towns,Bristol,2000,owner,total,15410,14780
3_towns,Brookfield,2000,owner,total,4960,-10665
3_towns,Brooklyn,2000,owner,total,1865,-3260
3_towns,Burlington,2000,owner,total,2695,363
3_towns,Canaan,2000,owner,total,358,-2813
3_towns,Canterbury,2000,owner,total,1477,1007
3_towns,Canton,2000,owner,total,2835,1212
3_towns,Chaplin,2000,owner,total,677,-2552
3_towns,Cheshire,2000,owner,total,8097,7278
3_towns,Chester,2000,owner,total,1122,-7681
3_towns,Clinton,2000,owner,total,4098,2753
3_towns,Colchester,2000,owner,total,4027,-296
3_towns,Colebrook,2000,owner,total,487,-4054
3_towns,Columbia,2000,owner,total,1709,1185
3_towns,Cornwall,2000,owner,total,493,-1425
3_towns,Coventry,2000,owner,total,3683,3218
3_towns,Cromwell,2000,owner,total,3969,-277
3_towns,Danbury,2000,owner,total,15849,11400
3_towns,Darien,2000,owner,total,5799,-11495
3_towns,Deep River,2000,owner,total,1365,-4483
3_towns,Derby,2000,owner,total,3056,1666
3_towns,Durham,2000,owner,total,2072,-819
3_towns,East Granby,2000,owner,total,1514,-898
3_towns,East Haddam,2000,owner,total,2675,956
3_towns,East Hampton,2000,owner,total,3337,207
3_towns,East Hartford,2000,owner,total,11626,7276
3_towns,East Haven,2000,owner,total,8168,-3153
3_towns,East Lyme,2000,owner,total,4954,-2917
3_towns,East Windsor,2000,owner,total,2657,-3030
3_towns,Eastford,2000,owner,total,494,-2875
3_towns,Easton,2000,owner,total,2324,1754
3_towns,Ellington,2000,owner,total,3572,907
3_towns,Enfield,2000,owner,total,12414,7874
3_towns,Essex,2000,owner,total,2228,-10236
3_towns,Fairfield,2000,owner,total,16962,14672
3_towns,Farmington,2000,owner,total,7155,-10043
3_towns,Franklin,2000,owner,total,617,-6886
3_towns,Glastonbury,2000,owner,total,10017,9398
3_towns,Goshen,2000,owner,total,934,-9935
3_towns,Granby,2000,owner,total,3356,2303
3_towns,Greenwich,2000,owner,total,15990,12213
3_towns,Griswold,2000,owner,total,2961,-11640
3_towns,Groton,2000,owner,total,7815,4446
3_towns,Guilford,2000,owner,total,6959,-655
3_towns,Haddam,2000,owner,total,2315,-4852
3_towns,Hamden,2000,owner,total,15069,12418
3_towns,Hampton,2000,owner,total,592,-14106
3_towns,Hartford,2000,owner,total,11064,10392
3_towns,Hartland,2000,owner,total,648,-10285
3_towns,Harwinton,2000,owner,total,1822,1088
3_towns,Hebron,2000,owner,total,2669,779
3_towns,Kent,2000,owner,total,836,-2482
3_towns,Killingly,2000,owner,total,4112,3227
3_towns,Killingworth,2000,owner,total,2099,-2616
3_towns,Lebanon,2000,owner,total,2164,23
3_towns,Ledyard,2000,owner,total,4354,1764
3_towns,Lisbon,2000,owner,total,1351,-3333
3_towns,Litchfield,2000,owner,total,2598,1148
3_towns,Lyme,2000,owner,total,733,-2004
3_towns,Madison,2000,owner,total,5746,4825
3_towns,Manchester,2000,owner,total,13059,7101
3_towns,Mansfield,2000,owner,total,3271,-10267
3_towns,Marlborough,2000,owner,total,1811,-1224
3_towns,Meriden,2000,owner,total,13743,11630
3_towns,Middlebury,2000,owner,total,2135,-13276
3_towns,Middlefield,2000,owner,total,1389,-1098
3_towns,Middletown,2000,owner,total,9520,7931
3_towns,Milford,2000,owner,total,16148,6066
3_towns,Monroe,2000,owner,total,6054,-10524
3_towns,Montville,2000,owner,total,4973,-1169
3_towns,Morris,2000,owner,total,714,-4898
3_towns,Naugatuck,2000,owner,total,7863,7134
3_towns,New Britain,2000,owner,total,12191,4419
3_towns,New Canaan,2000,owner,total,5650,-6015
3_towns,New Fairfield,2000,owner,total,4334,-1218
3_towns,New Hartford,2000,owner,total,1925,-2802
3_towns,New Haven,2000,owner,total,13927,11633
3_towns,New London,2000,owner,total,3861,-9866
3_towns,New Milford,2000,owner,total,7771,3939
3_towns,Newington,2000,owner,total,9688,1453
3_towns,Newtown,2000,owner,total,7654,-1932
3_towns,Norfolk,2000,owner,total,500,-8149
3_towns,North Branford,2000,owner,total,4322,3780
3_towns,North Canaan,2000,owner,total,901,-3826
3_towns,North Haven,2000,owner,total,7440,6552
3_towns,North Stonington,2000,owner,total,1624,-5701
3_towns,Norwalk,2000,owner,total,20280,18541
3_towns,Norwich,2000,owner,total,7924,-12089
3_towns,Old Lyme,2000,owner,total,2492,-5784
3_towns,Old Saybrook,2000,owner,total,3495,914
3_towns,Orange,2000,owner,total,4401,931
3_towns,Oxford,2000,owner,total,3043,-1318
3_towns,Plainfield,2000,owner,total,3736,-426
3_towns,Plainville,2000,owner,total,5132,1170
3_towns,Plymouth,2000,owner,total,3497,-1956
3_towns,Pomfret,2000,owner,total,1041,-2708
3_towns,Portland,2000,owner,total,2633,1354
3_towns,Preston,2000,owner,total,1520,-1690
3_towns,Prospect,2000,owner,total,2797,1187
3_towns,Putnam,2000,owner,total,2061,-869
3_towns,Redding,2000,owner,total,2629,252
3_towns,Ridgefield,2000,owner,total,7201,4482
3_towns,Rocky Hill,2000,owner,total,4951,-2643
3_towns,Roxbury,2000,owner,total,741,-4796
3_towns,Salem,2000,owner,total,1164,427
3_towns,Salisbury,2000,owner,total,1204,-279
3_towns,Scotland,2000,owner,total,483,-725
3_towns,Seymour,2000,owner,total,4383,3802
3_towns,Sharon,2000,owner,total,957,-3537
3_towns,Shelton,2000,owner,total,11604,10625
3_towns,Sherman,2000,owner,total,1311,-11951
3_towns,Simsbury,2000,owner,total,7147,5861
3_towns,Somers,2000,owner,total,2554,-4983
3_towns,South Windsor,2000,owner,total,7953,4904
3_towns,Southbury,2000,owner,total,6464,-1779
3_towns,Southington,2000,owner,total,12277,5509
3_towns,Sprague,2000,owner,total,735,-13340
3_towns,Stafford,2000,owner,total,3248,2460
3_towns,Stamford,2000,owner,total,25719,22279
3_towns,Sterling,2000,owner,total,920,-25311
3_towns,Stonington,2000,owner,total,5418,4211
3_towns,Stratford,2000,owner,total,15989,10047
3_towns,Suffield,2000,owner,total,3827,-12032
3_towns,Thomaston,2000,owner,total,2152,-2215
3_towns,Thompson,2000,owner,total,2789,407
3_towns,Tolland,2000,owner,total,4264,1464
3_towns,Torrington,2000,owner,total,9521,4750
3_towns,Trumbull,2000,owner,total,10828,1177
3_towns,Union,2000,owner,total,240,-10543
3_towns,Vernon,2000,owner,total,6935,6586
3_towns,Voluntown,2000,owner,total,779,-6023
3_towns,Wallingford,2000,owner,total,12134,11310
3_towns,Warren,2000,owner,total,432,-13073
3_towns,Washington,2000,owner,total,1111,597
3_towns,Waterbury,2000,owner,total,20291,19165
3_towns,Waterford,2000,owner,total,6371,-10933
3_towns,Watertown,2000,owner,total,6385,-61
3_towns,West Hartford,2000,owner,total,17664,10823
3_towns,West Haven,2000,owner,total,11632,-5912
3_towns,Westbrook,2000,owner,total,1908,-8842
3_towns,Weston,2000,owner,total,3087,657
3_towns,Westport,2000,owner,total,8203,4874
3_towns,Wethersfield,2000,owner,total,8733,402
3_towns,Willington,2000,owner,total,1535,-6930
3_towns,Wilton,2000,owner,total,5351,3710
3_towns,Winchester,2000,owner,total,2814,-2349
3_towns,Windham,2000,owner,total,4038,1019
3_towns,Windsor,2000,owner,total,8497,4440
3_towns,Windsor Locks,2000,owner,total,3726,-5430
3_towns,Wolcott,2000,owner,total,4766,878
3_towns,Woodbridge,2000,owner,total,2758,-2189
3_towns,Woodbury,2000,owner,total,2786,176
3_towns,Woodstock,2000,owner,total,2295,-852
3_towns,Andover,2000,renter,total,150,0
3_towns,Ansonia,2000,renter,total,3336,3180
3_towns,Ashford,2000,renter,total,422,-2599
3_towns,Avon,2000,renter,total,876,398
3_towns,Barkhamsted,2000,renter,total,182,-822
3_towns,Beacon Falls,2000,renter,total,438,328
3_towns,Berlin,2000,renter,total,796,424
3_towns,Bethany,2000,renter,total,146,-1070
3_towns,Bethel,2000,renter,total,1522,1355
3_towns,Bethlehem,2000,renter,total,181,-1406
3_towns,Bloomfield,2000,renter,total,1986,1810
3_towns,Bolton,2000,renter,total,277,-2096
3_towns,Bozrah,2000,renter,total,158,-35
3_towns,Branford,2000,renter,total,3942,3804
3_towns,Bridgeport,2000,renter,total,28552,24846
3_towns,Bridgewater,2000,renter,total,70,-29363
3_towns,Bristol,2000,renter,total,9476,9396
3_towns,Brookfield,2000,renter,total,612,-8223
3_towns,Brooklyn,2000,renter,total,666,-399
3_towns,Burlington,2000,renter,total,145,-649
3_towns,Canaan,2000,renter,total,87,-109
3_towns,Canterbury,2000,renter,total,240,179
3_towns,Canton,2000,renter,total,681,465
3_towns,Chaplin,2000,renter,total,181,-666
3_towns,Cheshire,2000,renter,total,1252,1161
3_towns,Chester,2000,renter,total,388,-971
3_towns,Clinton,2000,renter,total,1036,661
3_towns,Colchester,2000,renter,total,1198,61
3_towns,Colebrook,2000,renter,total,79,-1353
3_towns,Columbia,2000,renter,total,155,91
3_towns,Cornwall,2000,renter,total,122,-33
3_towns,Coventry,2000,renter,total,578,472
3_towns,Cromwell,2000,renter,total,1243,715
3_towns,Danbury,2000,renter,total,11334,9964
3_towns,Darien,2000,renter,total,793,-11649
3_towns,Deep River,2000,renter,total,459,-551
3_towns,Derby,2000,renter,total,2196,1694
3_towns,Durham,2000,renter,total,205,-1915
3_towns,East Granby,2000,renter,total,334,81
3_towns,East Haddam,2000,renter,total,499,93
3_towns,East Hampton,2000,renter,total,789,236
3_towns,East Hartford,2000,renter,total,8580,7955
3_towns,East Haven,2000,renter,total,3051,-4688
3_towns,East Lyme,2000,renter,total,1354,-1888
3_towns,East Windsor,2000,renter,total,1421,-179
3_towns,Eastford,2000,renter,total,124,-1309
3_towns,Easton,2000,renter,total,141,13
3_towns,Ellington,2000,renter,total,1623,1483
3_towns,Enfield,2000,renter,total,4004,1403
3_towns,Essex,2000,renter,total,583,-3425
3_towns,Fairfield,2000,renter,total,3435,2715
3_towns,Farmington,2000,renter,total,2341,-1056
3_towns,Franklin,2000,renter,total,70,-2882
3_towns,Glastonbury,2000,renter,total,2240,2137
3_towns,Goshen,2000,renter,total,132,-2561
3_towns,Granby,2000,renter,total,425,383
3_towns,Greenwich,2000,renter,total,7240,6824
3_towns,Griswold,2000,renter,total,1233,-6417
3_towns,Groton,2000,renter,total,7658,6463
3_towns,Guilford,2000,renter,total,1192,-6897
3_towns,Haddam,2000,renter,total,386,-761
3_towns,Hamden,2000,renter,total,7339,6781
3_towns,Hampton,2000,renter,total,82,-8165
3_towns,Hartford,2000,renter,total,33922,33821
3_towns,Hartland,2000,renter,total,59,-34887
3_towns,Harwinton,2000,renter,total,136,88
3_towns,Hebron,2000,renter,total,324,277
3_towns,Kent,2000,renter,total,307,149
3_towns,Killingly,2000,renter,total,2247,1994
3_towns,Killingworth,2000,renter,total,97,-2063
3_towns,Lebanon,2000,renter,total,282,118
3_towns,Ledyard,2000,renter,total,932,675
3_towns,Lisbon,2000,renter,total,174,-937
3_towns,Litchfield,2000,renter,total,712,480
3_towns,Lyme,2000,renter,total,121,-616
3_towns,Madison,2000,renter,total,769,630
3_towns,Manchester,2000,renter,total,10138,9185
3_towns,Mansfield,2000,renter,total,2020,-8384
3_towns,Marlborough,2000,renter,total,194,-2285
3_towns,Meriden,2000,renter,total,9208,8971
3_towns,Middlebury,2000,renter,total,263,-10544
3_towns,Middlefield,2000,renter,total,256,44
3_towns,Middletown,2000,renter,total,9034,8796
3_towns,Milford,2000,renter,total,4752,-4220
3_towns,Monroe,2000,renter,total,427,-5060
3_towns,Montville,2000,renter,total,1453,892
3_towns,Morris,2000,renter,total,198,-939
3_towns,Naugatuck,2000,renter,total,3966,3829
3_towns,New Britain,2000,renter,total,16367,12480
3_towns,New Canaan,2000,renter,total,1172,-15546
3_towns,New Fairfield,2000,renter,total,304,-1228
3_towns,New Hartford,2000,renter,total,303,11
3_towns,New Haven,2000,renter,total,33167,32863
3_towns,New London,2000,renter,total,6320,-29723
3_towns,New Milford,2000,renter,total,2247,-4896
3_towns,Newington,2000,renter,total,2326,127
3_towns,Newtown,2000,renter,total,671,-2137
3_towns,Norfolk,2000,renter,total,176,-1015
3_towns,North Branford,2000,renter,total,810,673
3_towns,North Canaan,2000,renter,total,442,-282
3_towns,North Haven,2000,renter,total,1157,687
3_towns,North Stonington,2000,renter,total,209,-1251
3_towns,Norwalk,2000,renter,total,12431,12132
3_towns,Norwich,2000,renter,total,7167,-6743
3_towns,Old Lyme,2000,renter,total,466,-7529
3_towns,Old Saybrook,2000,renter,total,689,81
3_towns,Orange,2000,renter,total,338,-546
3_towns,Oxford,2000,renter,total,300,-278
3_towns,Plainfield,2000,renter,total,1708,1360
3_towns,Plainville,2000,renter,total,2253,505
3_towns,Plymouth,2000,renter,total,956,-1313
3_towns,Pomfret,2000,renter,total,392,-592
3_towns,Portland,2000,renter,total,755,369
3_towns,Preston,2000,renter,total,317,-315
3_towns,Prospect,2000,renter,total,223,-2
3_towns,Putnam,2000,renter,total,1622,1185
3_towns,Redding,2000,renter,total,289,-1283
3_towns,Ridgefield,2000,renter,total,1232,511
3_towns,Rocky Hill,2000,renter,total,2606,1217
3_towns,Roxbury,2000,renter,total,107,-2955
3_towns,Salem,2000,renter,total,194,43
3_towns,Salisbury,2000,renter,total,533,412
3_towns,Scotland,2000,renter,total,70,-397
3_towns,Seymour,2000,renter,total,1772,1719
3_towns,Sharon,2000,renter,total,289,-1456
3_towns,Shelton,2000,renter,total,2586,2269
3_towns,Sherman,2000,renter,total,123,-2966
3_towns,Simsbury,2000,renter,total,1380,1189
3_towns,Somers,2000,renter,total,371,-1371
3_towns,South Windsor,2000,renter,total,952,535
3_towns,Southbury,2000,renter,total,761,-843
3_towns,Southington,2000,renter,total,2806,1674
3_towns,Sprague,2000,renter,total,376,-2577
3_towns,Stafford,2000,renter,total,1105,706
3_towns,Stamford,2000,renter,total,19680,18458
3_towns,Sterling,2000,renter,total,196,-23083
3_towns,Stonington,2000,renter,total,2247,2049
3_towns,Stratford,2000,renter,total,3909,1751
3_towns,Suffield,2000,renter,total,833,-3392
3_towns,Thomaston,2000,renter,total,764,99
3_towns,Thompson,2000,renter,total,693,-59
3_towns,Tolland,2000,renter,total,322,-429
3_towns,Torrington,2000,renter,total,5222,4834
3_towns,Trumbull,2000,renter,total,1083,-3695
3_towns,Union,2000,renter,total,45,-1599
3_towns,Vernon,2000,renter,total,5334,5323
3_towns,Voluntown,2000,renter,total,173,-6111
3_towns,Wallingford,2000,renter,total,4563,4380
3_towns,Warren,2000,renter,total,65,-4948
3_towns,Washington,2000,renter,total,305,250
3_towns,Waterbury,2000,renter,total,22331,22063
3_towns,Waterford,2000,renter,total,1171,-22104
3_towns,Watertown,2000,renter,total,1661,282
3_towns,West Hartford,2000,renter,total,6912,5231
3_towns,West Haven,2000,renter,total,9458,2511
3_towns,Westbrook,2000,renter,total,697,-8129
3_towns,Weston,2000,renter,total,225,-422
3_towns,Westport,2000,renter,total,1383,1239
3_towns,Wethersfield,2000,renter,total,2481,916
3_towns,Willington,2000,renter,total,818,-1560
3_towns,Wilton,2000,renter,total,572,-270
3_towns,Winchester,2000,renter,total,1557,692
3_towns,Windham,2000,renter,total,4304,2764
3_towns,Windsor,2000,renter,total,2080,-2354
3_towns,Windsor Locks,2000,renter,total,1209,-479
3_towns,Wolcott,2000,renter,total,648,-717
3_towns,Woodbridge,2000,renter,total,345,-588
3_towns,Woodbury,2000,renter,total,929,608
3_towns,Woodstock,2000,renter,total,459,-533
3_towns,Andover,2000,total,total,1150,0
3_towns,Ansonia,2000,total,total,7507,6272
3_towns,Ashford,2000,total,total,1578,-5874
3_towns,Avon,2000,total,total,6192,4412
3_towns,Barkhamsted,2000,total,total,1334,-5634
3_towns,Beacon Falls,2000,total,total,2032,668
3_towns,Berlin,2000,total,total,6792,4326
3_towns,Bethany,2000,total,total,1755,-6488
3_towns,Bethel,2000,total,total,6505,4538
3_towns,Bethlehem,2000,total,total,1246,-6025
3_towns,Bloomfield,2000,total,total,7902,6596
3_towns,Bolton,2000,total,total,1906,-6707
3_towns,Bozrah,2000,total,total,883,-920
3_towns,Branford,2000,total,total,12543,11554
3_towns,Bridgeport,2000,total,total,50307,37877
3_towns,Bridgewater,2000,total,total,703,-49844
3_towns,Bristol,2000,total,total,24886,24176
3_towns,Brookfield,2000,total,total,5572,-18888
3_towns,Brooklyn,2000,total,total,2531,-3659
3_towns,Burlington,2000,total,total,2840,-286
3_towns,Canaan,2000,total,total,445,-2922
3_towns,Canterbury,2000,total,total,1717,1186
3_towns,Canton,2000,total,total,3516,1677
3_towns,Chaplin,2000,total,total,858,-3218
3_towns,Cheshire,2000,total,total,9349,8439
3_towns,Chester,2000,total,total,1510,-8652
3_towns,Clinton,2000,total,total,5134,3414
3_towns,Colchester,2000,total,total,5225,-235
3_towns,Colebrook,2000,total,total,566,-5407
3_towns,Columbia,2000,total,total,1864,1276
3_towns,Cornwall,2000,total,total,615,-1458
3_towns,Coventry,2000,total,total,4261,3690
3_towns,Cromwell,2000,total,total,5212,438
3_towns,Danbury,2000,total,total,27183,21364
3_towns,Darien,2000,total,total,6592,-23144
3_towns,Deep River,2000,total,total,1824,-5034
3_towns,Derby,2000,total,total,5252,3360
3_towns,Durham,2000,total,total,2277,-2734
3_towns,East Granby,2000,total,total,1848,-817
3_towns,East Haddam,2000,total,total,3174,1049
3_towns,East Hampton,2000,total,total,4126,443
3_towns,East Hartford,2000,total,total,20206,15231
3_towns,East Haven,2000,total,total,11219,-7841
3_towns,East Lyme,2000,total,total,6308,-4805
3_towns,East Windsor,2000,total,total,4078,-3209
3_towns,Eastford,2000,total,total,618,-4184
3_towns,Easton,2000,total,total,2465,1767
3_towns,Ellington,2000,total,total,5195,2390
3_towns,Enfield,2000,total,total,16418,9277
3_towns,Essex,2000,total,total,2811,-13661
3_towns,Fairfield,2000,total,total,20397,17387
3_towns,Farmington,2000,total,total,9496,-11099
3_towns,Franklin,2000,total,total,687,-9768
3_towns,Glastonbury,2000,total,total,12257,11535
3_towns,Goshen,2000,total,total,1066,-12496
3_towns,Granby,2000,total,total,3781,2686
3_towns,Greenwich,2000,total,total,23230,19037
3_towns,Griswold,2000,total,total,4194,-18057
3_towns,Groton,2000,total,total,15473,10909
3_towns,Guilford,2000,total,total,8151,-7552
3_towns,Haddam,2000,total,total,2701,-5613
3_towns,Hamden,2000,total,total,22408,19199
3_towns,Hampton,2000,total,total,674,-22271
3_towns,Hartford,2000,total,total,44986,44213
3_towns,Hartland,2000,total,total,707,-45172
3_towns,Harwinton,2000,total,total,1958,1176
3_towns,Hebron,2000,total,total,2993,1056
3_towns,Kent,2000,total,total,1143,-2333
3_towns,Killingly,2000,total,total,6359,5221
3_towns,Killingworth,2000,total,total,2196,-4679
3_towns,Lebanon,2000,total,total,2446,141
3_towns,Ledyard,2000,total,total,5286,2439
3_towns,Lisbon,2000,total,total,1525,-4270
3_towns,Litchfield,2000,total,total,3310,1628
3_towns,Lyme,2000,total,total,854,-2620
3_towns,Madison,2000,total,total,6515,5455
3_towns,Manchester,2000,total,total,23197,16286
3_towns,Mansfield,2000,total,total,5291,-18651
3_towns,Marlborough,2000,total,total,2005,-3509
3_towns,Meriden,2000,total,total,22951,20601
3_towns,Middlebury,2000,total,total,2398,-23820
3_towns,Middlefield,2000,total,total,1645,-1054
3_towns,Middletown,2000,total,total,18554,16727
3_towns,Milford,2000,total,total,20900,1846
3_towns,Monroe,2000,total,total,6481,-15584
3_towns,Montville,2000,total,total,6426,-277
3_towns,Morris,2000,total,total,912,-5837
3_towns,Naugatuck,2000,total,total,11829,10963
3_towns,New Britain,2000,total,total,28558,16899
3_towns,New Canaan,2000,total,total,6822,-21561
3_towns,New Fairfield,2000,total,total,4638,-2446
3_towns,New Hartford,2000,total,total,2228,-2791
3_towns,New Haven,2000,total,total,47094,44496
3_towns,New London,2000,total,total,10181,-39589
3_towns,New Milford,2000,total,total,10018,-957
3_towns,Newington,2000,total,total,12014,1580
3_towns,Newtown,2000,total,total,8325,-4069
3_towns,Norfolk,2000,total,total,676,-9164
3_towns,North Branford,2000,total,total,5132,4453
3_towns,North Canaan,2000,total,total,1343,-4108
3_towns,North Haven,2000,total,total,8597,7239
3_towns,North Stonington,2000,total,total,1833,-6952
3_towns,Norwalk,2000,total,total,32711,30673
3_towns,Norwich,2000,total,total,15091,-18832
3_towns,Old Lyme,2000,total,total,2958,-13313
3_towns,Old Saybrook,2000,total,total,4184,995
3_towns,Orange,2000,total,total,4739,385
3_towns,Oxford,2000,total,total,3343,-1596
3_towns,Plainfield,2000,total,total,5444,934
3_towns,Plainville,2000,total,total,7385,1675
3_towns,Plymouth,2000,total,total,4453,-3269
3_towns,Pomfret,2000,total,total,1433,-3300
3_towns,Portland,2000,total,total,3388,1723
